,year,assignment1,assignment2,assignment3,assignment4,assignment5,assignment6,assignment7,assignment8,exam1,exam2,texam,finalscore,presence,finalgrade,class
244,2013,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.71,0.0,0,3,2.02,0,II,J
245,2013,10.0,10.0,10.0,8.57,7.14,7.0,10.0,5.71,0.0,0,3,1.88,0,II,J
246,2013,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.86,0.0,2,4,3.17,0,MI,J
247,2013,10.0,10.0,8.57,8.43,10.0,10.0,8.57,8.57,0.0,0,7,2.79,0,MI,J
248,2013,10.0,10.0,8.71,10.0,10.0,10.0,10.0,7.14,0.0,0,6,2.62,0,MI,J
249,2013,1.43,0.0,7.14,8.57,6.14,8.57,8.57,0.0,1.0,0,5,2.06,0,II,J
250,2013,10.0,10.0,8.57,1.43,10.0,7.14,10.0,5.57,0.0,0,3,1.78,0,II,J
251,2014,10.0,2.86,7.14,10.0,10.0,10.0,10.0,8.29,0.0,0,8,2.88,0,MI,J
252,2014,10.0,10.0,8.57,5.71,6.14,4.86,2.86,3.29,1.0,10,7,7.66,0,MS,J
253,2014,4.29,2.86,1.43,0.0,0.0,0.0,2.86,0.0,0.0,0,0,0.21,0,TR,J
254,2014,7.14,0.0,2.86,1.43,1.43,0.0,0.0,1.43,0.0,0,6,1.47,0,II,J
255,2014,10.0,1.43,5.71,4.14,4.43,4.29,10.0,1.86,0.0,0,5,1.78,0,II,J
256,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,90,SR,J
257,2014,10.0,2.86,5.71,1.43,0.57,0.0,1.43,0.0,0.0,0,0,0.41,0,II,J
258,2015,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.71,7.5,6,5,7.73,0,MS,J
259,2015,7.14,10.0,8.57,7.14,7.71,7.71,10.0,1.71,10.0,0,6,5.32,0,MM,J
260,2015,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.71,10.0,10,5,10.48,0,SS,J
261,2015,10.0,10.0,10.0,2.86,10.0,10.0,10.0,8.57,9.0,0,9,5.84,0,MM,J
262,2015,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.71,10.0,2,5,6.48,0,MS,J
263,2015,8.57,1.43,7.14,1.43,0.0,0.0,1.43,1.43,0.0,0,6,1.6,0,II,J
264,2016,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.29,9.5,8,5,9.24,0,SS,J
265,2013,10.0,10.0,1.43,2.71,10.0,8.57,7.14,0.0,10.0,9,9,10.23,0,SS,K
266,2014,5.71,10.0,8.57,4.29,6.57,6.43,5.14,2.86,0.0,0,4,1.73,28,SR,K
267,2014,2.86,1.43,2.86,4.29,3.71,2.86,1.43,0.0,0.0,0,4,1.16,0,II,K
268,2015,7.14,8.57,5.71,10.0,9.71,7.43,10.0,10.0,0.0,0,3,1.89,0,II,K
269,2015,4.29,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.11,0,TR,K
270,2015,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.57,8.5,0,7,5.42,0,MM,K
271,2016,10.0,10.0,10.0,7.14,10.0,10.0,10.0,5.0,10.0,8,7,9.75,0,SS,K
272,2016,5.71,8.57,10.0,8.57,9.14,0.0,1.43,7.0,0.0,0,9,2.75,0,MI,K
273,2016,10.0,1.43,8.57,4.29,9.43,10.0,4.57,0.0,0.0,0,9,2.71,0,MI,K
274,2016,7.14,2.86,2.86,4.29,0.0,0.0,0.0,0.0,0.0,0,0,0.32,0,TR,K
275,2016,10.0,10.0,10.0,10.0,10.0,8.57,8.14,3.43,10.0,10,6,10.52,0,SS,K
276,2016,10.0,8.57,4.29,10.0,10.0,10.0,10.0,7.29,0.0,5,6,5.02,0,MM,K
277,2016,7.14,7.14,1.43,0.14,0.0,0.0,0.0,0.0,0.0,0,0,0.3,0,TR,K
278,2016,10.0,10.0,10.0,10.0,10.0,10.0,8.57,10.0,10.0,9,6,10.17,0,SS,K
279,2016,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,7,10.9,0,SS,K
280,2016,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3,6,7.2,0,MS,K
281,2016,10.0,8.57,0.0,7.14,10.0,10.0,8.57,0.0,10.0,10,7,10.42,0,SS,K
282,2016,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,6,5.7,0,MM,K
283,2016,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,8,11.1,0,SS,K
284,2016,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,8,7,6.9,0,MS,K
285,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,TR,K
286,2016,1.43,0.0,2.86,1.43,0.0,0.0,0.0,0.0,10.0,10,6,9.31,0,SS,K
287,2016,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,8,6,6.7,0,MS,K
288,2016,8.57,7.14,1.43,0.0,10.0,8.57,2.86,0.0,0.0,0,5,1.72,28,SR,K
289,2016,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,6,6,5.7,0,MM,K
290,2016,10.0,8.57,0.0,2.86,1.43,0.0,0.0,0.0,7.5,0,7,4.08,0,MI,K
291,2017,10.0,10.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.43,0,TR,K
292,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,100,SR,L
293,2014,4.29,4.29,4.29,0.0,0.0,0.0,7.14,0.0,0.0,0,8,1.98,46,SR,L
294,2015,0.0,0.0,4.29,0.0,2.86,1.43,0.0,1.43,0.0,10,9,6.99,0,MS,L
295,2015,8.57,7.14,10.0,7.14,8.57,4.29,0.0,0.0,0.0,10,5,6.86,0,MS,L
296,2015,10.0,10.0,10.0,10.0,9.71,8.57,9.86,1.43,0.0,1,6,3.0,0,MI,L
297,2016,10.0,8.57,8.57,10.0,9.43,8.57,5.71,0.0,0.0,0,7,2.54,0,MI,L
298,2016,10.0,10.0,10.0,10.0,10.0,10.0,9.86,8.57,0.0,9,8,7.57,0,MS,L
299,2016,10.0,10.0,10.0,10.0,8.57,8.57,9.86,5.71,0.0,6,7,5.76,0,MM,L
300,2016,8.57,10.0,10.0,10.0,9.71,8.57,9.86,8.57,0.0,0,8,3.01,0,MI,L
301,2016,10.0,10.0,10.0,10.0,9.14,8.57,9.86,7.71,8.5,9,8,10.06,0,SS,L
302,2016,10.0,10.0,10.0,10.0,8.57,8.57,0.0,0.0,0.0,0,8,2.67,0,MI,L
303,2016,10.0,10.0,10.0,10.0,8.57,8.57,5.71,1.43,0.0,0,7,2.61,0,MI,L
304,2016,10.0,10.0,10.0,10.0,8.57,8.57,0.0,0.0,0.0,0,3,1.67,0,II,L
305,2016,10.0,10.0,10.0,10.0,10.0,10.0,9.86,8.57,10.0,7,8,9.57,0,SS,L
306,2016,10.0,10.0,10.0,10.0,10.0,10.0,9.86,8.57,0.0,6,10,6.47,0,MS,L
307,2016,10.0,10.0,10.0,10.0,9.71,8.57,9.86,8.57,0.0,0,7,2.84,0,MI,L
308,2016,10.0,10.0,10.0,4.29,10.0,10.0,1.43,8.57,0.0,9,8,7.31,0,MS,L
309,2016,10.0,10.0,10.0,10.0,8.57,8.57,8.57,5.71,0.0,10,7,7.74,0,MS,L
310,2016,10.0,10.0,10.0,10.0,10.0,8.57,9.86,5.71,10.0,0,8,5.99,0,MM,L
311,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,90,SR,L
312,2016,10.0,7.14,5.71,10.0,9.71,8.57,7.14,5.71,0.0,10,8,7.8,0,MS,L
313,2016,7.14,10.0,8.57,10.0,8.57,8.57,9.86,10.0,0.0,9,8,7.46,0,MS,L
314,2016,10.0,10.0,10.0,10.0,8.57,8.57,9.86,5.71,0.0,7,8,6.46,0,MS,L
315,2016,8.57,5.71,4.29,7.14,8.57,8.57,9.86,5.71,0.0,9,9,7.4,0,MS,L
316,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,96,SR,M
317,2011,0.0,7.14,8.57,5.71,1.43,0.0,0.0,0.0,0.0,0,0,0.43,0,TR,M
318,2012,5.71,8.57,5.71,2.86,0.0,0.0,0.0,0.0,0.0,0,0,0.43,0,TR,M
319,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,TR,M
320,2012,10.0,8.57,8.57,8.57,5.0,0.0,0.0,0.0,0.0,0,0,0.76,0,TR,M
321,2013,10.0,7.14,10.0,10.0,10.0,10.0,8.57,10.0,0.0,5,6,5.12,0,MM,M
322,2013,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.08,0,TR,M
323,2013,10.0,8.57,10.0,10.0,10.0,10.0,8.57,2.86,0.0,0,8,2.91,0,MI,M
324,2013,5.71,4.29,5.71,4.71,4.43,0.0,0.0,0.0,0.0,0,0,0.47,0,TR,M
325,2013,0.0,8.57,4.29,7.14,8.29,9.71,1.43,10.0,0.0,0,4,1.73,0,II,M
326,2013,7.14,8.57,10.0,7.14,8.29,9.71,1.43,10.0,8.5,0,6,4.92,0,MM,M
327,2014,10.0,8.57,4.29,7.14,0.0,0.0,0.0,0.0,0.0,0,0,0.56,0,TR,M
328,2014,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0,6,2.7,0,MI,M
329,2014,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,0,5,3.4,0,MI,M
330,2014,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0,4,2.3,0,II,M
331,2014,4.29,1.43,4.29,7.14,8.57,5.71,1.43,10.0,0.0,4,3,3.4,0,MI,M
332,2014,10.0,10.0,10.0,10.0,10.0,10.0,8.57,10.0,0.0,2,4,3.27,0,MI,M
333,2015,10.0,4.29,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.29,0,TR,M
334,2015,10.0,8.57,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2,6,6.67,0,MS,M
335,2015,7.14,7.14,10.0,7.14,8.29,8.86,1.43,2.86,10.0,10,4,9.79,0,SS,M
336,2016,10.0,10.0,7.14,10.0,8.57,8.57,9.86,7.14,0.0,0,7,2.74,28,MI,M
337,2016,10.0,10.0,10.0,7.14,8.57,5.71,7.14,5.71,0.5,10,8,7.96,0,MS,M
338,2016,10.0,10.0,10.0,10.0,8.57,8.57,0.0,0.0,0.0,10,3,6.67,0,MS,M
339,2016,7.14,4.29,0.0,2.86,5.71,8.57,1.43,0.0,0.0,0,8,2.16,0,II,M
340,2016,0.0,0.0,2.86,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.09,80,SR,M
341,2016,10.0,7.14,5.71,1.43,1.43,0.0,0.0,0.0,0.0,0,6,1.68,0,II,M
342,2016,7.14,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.16,0,TR,M
343,2011,8.57,5.71,7.14,8.57,0.0,0.0,0.0,0.0,0.0,0,0,0.56,0,TR,N
344,2013,10.0,8.57,10.0,10.0,5.71,6.71,5.71,0.0,10.0,8,8,9.66,0,SS,N
345,2013,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.13,0,TR,N
346,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,TR,N
347,2014,10.0,10.0,10.0,10.0,10.0,10.0,7.71,8.29,0.5,9,7,7.48,0,MS,N
348,2014,8.57,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.29,0,TR,N
349,2014,10.0,8.57,10.0,8.57,10.0,10.0,10.0,10.0,0.0,0,4,2.25,0,II,N
350,2014,10.0,10.0,10.0,1.43,0.0,0.0,0.0,0.0,0.0,0,0,0.59,0,TR,N
351,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,TR,N
352,2014,8.57,7.14,8.57,8.57,7.14,3.43,5.71,4.86,8.0,3,6,6.11,0,MM,N
353,2015,10.0,10.0,10.0,6.71,5.71,0.0,4.29,4.29,10.0,0,9,5.76,0,MM,N
354,2015,10.0,10.0,10.0,7.14,7.86,4.29,5.14,7.14,10.0,5,9,8.45,0,SS,N
355,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,TR,N
356,2016,10.0,10.0,10.0,4.43,1.43,8.57,9.86,10.0,0.0,1,4,2.51,0,MI,N
357,2016,10.0,10.0,8.57,10.0,10.0,7.71,9.29,5.0,10.0,9,8,10.42,0,SS,N
358,2016,10.0,10.0,10.0,10.0,10.0,9.86,10.0,5.71,2.0,2,6,4.22,0,MI,N
359,2016,7.14,8.57,10.0,5.57,10.0,10.0,2.57,10.0,0.0,0,8,2.8,0,MI,N
360,2016,10.0,10.0,10.0,10.0,10.0,10.0,8.57,10.0,8.5,10,7,10.42,0,SS,N
361,2016,10.0,7.14,1.43,5.71,4.29,0.0,1.43,8.57,0.0,2,6,2.92,0,MI,N
362,2016,10.0,10.0,5.71,10.0,10.0,10.0,5.71,10.0,0.0,0,8,2.94,0,MI,N
363,2016,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,0,II,N
364,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,TR,N
365,2016,10.0,10.0,10.0,9.57,10.0,9.71,1.43,5.71,9.5,2,7,6.5,0,MS,N
366,2016,10.0,8.57,8.57,10.0,10.0,8.43,7.14,5.0,10.0,8,8,9.87,0,SS,N
367,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.4,28,SR,N
